variant,algo,train_seed,eval_mode,episode,seed,return_total,steps,terminated,truncated,termination_reason,animal_status,is_success,animal_lost,battery_depleted,final_battery,battery_spent,barriers_installed,effective_barriers_installed,pickup_step,delivery_step
tuned,dqn,123,deterministic,1,50001,9.0,16,True,False,success,saved,True,False,False,68,32,1,1,5,16
tuned,dqn,123,deterministic,2,50002,9.0,16,True,False,success,saved,True,False,False,70,30,1,1,5,16
tuned,dqn,123,deterministic,3,50003,13.0,17,True,False,success,saved,True,False,False,55,45,2,2,5,17
tuned,dqn,123,deterministic,4,50004,5.0,15,True,False,success,saved,True,False,False,85,15,0,0,5,15
tuned,dqn,123,deterministic,5,50005,13.0,17,True,False,success,saved,True,False,False,55,45,2,2,5,17
tuned,dqn,123,deterministic,6,50006,13.0,17,True,False,success,saved,True,False,False,49,51,2,2,5,17
tuned,dqn,123,deterministic,7,50007,5.0,15,True,False,success,saved,True,False,False,81,19,0,0,5,15
tuned,dqn,123,deterministic,8,50008,9.0,16,True,False,success,saved,True,False,False,68,32,1,1,5,16
tuned,dqn,123,deterministic,9,50009,9.0,16,True,False,success,saved,True,False,False,68,32,1,1,5,16
tuned,dqn,123,deterministic,10,50010,5.0,15,True,False,success,saved,True,False,False,85,15,0,0,5,15
tuned,dqn,123,deterministic,11,50011,9.0,16,True,False,success,saved,True,False,False,70,30,1,1,5,16
tuned,dqn,123,deterministic,12,50012,9.0,16,True,False,success,saved,True,False,False,70,30,1,1,5,16
tuned,dqn,123,deterministic,13,50013,9.0,16,True,False,success,saved,True,False,False,70,30,1,1,5,16
tuned,dqn,123,deterministic,14,50014,9.0,16,True,False,success,saved,True,False,False,70,30,1,1,5,16
tuned,dqn,123,deterministic,15,50015,2.0,23,True,False,success,saved,True,False,False,68,32,1,1,5,23
tuned,dqn,123,deterministic,16,50016,13.0,17,True,False,success,saved,True,False,False,55,45,2,2,5,17
tuned,dqn,123,deterministic,17,50017,9.0,16,True,False,success,saved,True,False,False,68,32,1,1,5,16
tuned,dqn,123,deterministic,18,50018,5.0,15,True,False,success,saved,True,False,False,85,15,0,0,5,15
tuned,dqn,123,deterministic,19,50019,5.0,15,True,False,success,saved,True,False,False,85,15,0,0,5,15
tuned,dqn,123,deterministic,20,50020,5.0,15,True,False,success,saved,True,False,False,85,15,0,0,5,15
tuned,dqn,123,deterministic,21,50021,5.0,15,True,False,success,saved,True,False,False,85,15,0,0,5,15
tuned,dqn,123,deterministic,22,50022,9.0,16,True,False,success,saved,True,False,False,66,34,1,1,5,16
tuned,dqn,123,deterministic,23,50023,7.0,18,True,False,success,saved,True,False,False,66,34,1,1,5,18
tuned,dqn,123,deterministic,24,50024,5.0,15,True,False,success,saved,True,False,False,85,15,0,0,5,15
tuned,dqn,123,deterministic,25,50025,9.0,16,True,False,success,saved,True,False,False,70,30,1,1,5,16
tuned,dqn,123,deterministic,26,50026,5.0,15,True,False,success,saved,True,False,False,85,15,0,0,5,15
tuned,dqn,123,deterministic,27,50027,13.0,17,True,False,success,saved,True,False,False,55,45,2,2,5,17
tuned,dqn,123,deterministic,28,50028,5.0,15,True,False,success,saved,True,False,False,85,15,0,0,5,15
tuned,dqn,123,deterministic,29,50029,9.0,16,True,False,success,saved,True,False,False,70,30,1,1,5,16
tuned,dqn,123,deterministic,30,50030,9.0,16,True,False,success,saved,True,False,False,70,30,1,1,5,16
tuned,dqn,123,deterministic,31,50031,9.0,16,True,False,success,saved,True,False,False,70,30,1,1,5,16
tuned,dqn,123,deterministic,32,50032,13.0,17,True,False,success,saved,True,False,False,53,47,2,2,5,17
tuned,dqn,123,deterministic,33,50033,13.0,17,True,False,success,saved,True,False,False,55,45,2,2,5,17
tuned,dqn,123,deterministic,34,50034,13.0,17,True,False,success,saved,True,False,False,55,45,2,2,5,17
tuned,dqn,123,deterministic,35,50035,9.0,16,True,False,success,saved,True,False,False,70,30,1,1,5,16
tuned,dqn,123,deterministic,36,50036,9.0,16,True,False,success,saved,True,False,False,68,32,1,1,5,16
tuned,dqn,123,deterministic,37,50037,13.0,17,True,False,success,saved,True,False,False,55,45,2,2,5,17
tuned,dqn,123,deterministic,38,50038,13.0,17,True,False,success,saved,True,False,False,53,47,2,2,5,17
tuned,dqn,123,deterministic,39,50039,5.0,15,True,False,success,saved,True,False,False,85,15,0,0,5,15
tuned,dqn,123,deterministic,40,50040,13.0,17,True,False,success,saved,True,False,False,55,45,2,2,5,17
tuned,dqn,123,deterministic,41,50041,9.0,16,True,False,success,saved,True,False,False,70,30,1,1,5,16
tuned,dqn,123,deterministic,42,50042,13.0,17,True,False,success,saved,True,False,False,55,45,2,2,5,17
tuned,dqn,123,deterministic,43,50043,5.0,15,True,False,success,saved,True,False,False,85,15,0,0,5,15
tuned,dqn,123,deterministic,44,50044,5.0,15,True,False,success,saved,True,False,False,85,15,0,0,5,15
tuned,dqn,123,deterministic,45,50045,5.0,15,True,False,success,saved,True,False,False,85,15,0,0,5,15
tuned,dqn,123,deterministic,46,50046,13.0,17,True,False,success,saved,True,False,False,55,45,2,2,5,17
tuned,dqn,123,deterministic,47,50047,7.0,18,True,False,success,saved,True,False,False,68,32,1,1,5,18
tuned,dqn,123,deterministic,48,50048,-95.0,100,False,True,max_steps,with_robot,False,False,False,70,30,1,1,5,
tuned,dqn,123,deterministic,49,50049,5.0,15,True,False,success,saved,True,False,False,85,15,0,0,5,15
tuned,dqn,123,deterministic,50,50050,13.0,17,True,False,success,saved,True,False,False,55,45,2,2,5,17
tuned,dqn,123,deterministic,51,50051,9.0,16,True,False,success,saved,True,False,False,70,30,1,1,5,16
tuned,dqn,123,deterministic,52,50052,9.0,16,True,False,success,saved,True,False,False,70,30,1,1,5,16
tuned,dqn,123,deterministic,53,50053,9.0,16,True,False,success,saved,True,False,False,70,30,1,1,5,16
tuned,dqn,123,deterministic,54,50054,13.0,17,True,False,success,saved,True,False,False,55,45,2,2,5,17
tuned,dqn,123,deterministic,55,50055,9.0,16,True,False,success,saved,True,False,False,70,30,1,1,5,16
tuned,dqn,123,deterministic,56,50056,13.0,17,True,False,success,saved,True,False,False,55,45,2,2,5,17
tuned,dqn,123,deterministic,57,50057,9.0,16,True,False,success,saved,True,False,False,70,30,1,1,5,16
tuned,dqn,123,deterministic,58,50058,5.0,15,True,False,success,saved,True,False,False,85,15,0,0,5,15
tuned,dqn,123,deterministic,59,50059,5.0,15,True,False,success,saved,True,False,False,85,15,0,0,5,15
tuned,dqn,123,deterministic,60,50060,5.0,15,True,False,success,saved,True,False,False,85,15,0,0,5,15
tuned,dqn,123,deterministic,61,50061,5.0,15,True,False,success,saved,True,False,False,85,15,0,0,5,15
tuned,dqn,123,deterministic,62,50062,13.0,17,True,False,success,saved,True,False,False,53,47,2,2,5,17
tuned,dqn,123,deterministic,63,50063,13.0,17,True,False,success,saved,True,False,False,55,45,2,2,5,17
tuned,dqn,123,deterministic,64,50064,13.0,17,True,False,success,saved,True,False,False,51,49,2,2,5,17
tuned,dqn,123,deterministic,65,50065,5.0,15,True,False,success,saved,True,False,False,85,15,0,0,5,15
tuned,dqn,123,deterministic,66,50066,13.0,17,True,False,success,saved,True,False,False,53,47,2,2,5,17
tuned,dqn,123,deterministic,67,50067,13.0,17,True,False,success,saved,True,False,False,55,45,2,2,5,17
tuned,dqn,123,deterministic,68,50068,13.0,17,True,False,success,saved,True,False,False,55,45,2,2,5,17
tuned,dqn,123,deterministic,69,50069,9.0,16,True,False,success,saved,True,False,False,70,30,1,1,5,16
tuned,dqn,123,deterministic,70,50070,9.0,16,True,False,success,saved,True,False,False,68,32,1,1,5,16
tuned,dqn,123,deterministic,71,50071,9.0,16,True,False,success,saved,True,False,False,70,30,1,1,5,16
tuned,dqn,123,deterministic,72,50072,9.0,16,True,False,success,saved,True,False,False,70,30,1,1,5,16
tuned,dqn,123,deterministic,73,50073,9.0,16,True,False,success,saved,True,False,False,70,30,1,1,5,16
tuned,dqn,123,deterministic,74,50074,13.0,17,True,False,success,saved,True,False,False,53,47,2,2,5,17
tuned,dqn,123,deterministic,75,50075,13.0,17,True,False,success,saved,True,False,False,55,45,2,2,5,17
tuned,dqn,123,deterministic,76,50076,13.0,17,True,False,success,saved,True,False,False,55,45,2,2,5,17
tuned,dqn,123,deterministic,77,50077,13.0,17,True,False,success,saved,True,False,False,55,45,2,2,5,17
tuned,dqn,123,deterministic,78,50078,13.0,17,True,False,success,saved,True,False,False,53,47,2,2,5,17
tuned,dqn,123,deterministic,79,50079,13.0,17,True,False,success,saved,True,False,False,53,47,2,2,5,17
tuned,dqn,123,deterministic,80,50080,9.0,16,True,False,success,saved,True,False,False,68,32,1,1,5,16
tuned,dqn,123,deterministic,81,50081,13.0,17,True,False,success,saved,True,False,False,53,47,2,2,5,17
tuned,dqn,123,deterministic,82,50082,5.0,15,True,False,success,saved,True,False,False,85,15,0,0,5,15
tuned,dqn,123,deterministic,83,50083,5.0,15,True,False,success,saved,True,False,False,85,15,0,0,5,15
tuned,dqn,123,deterministic,84,50084,13.0,17,True,False,success,saved,True,False,False,53,47,2,2,5,17
tuned,dqn,123,deterministic,85,50085,9.0,16,True,False,success,saved,True,False,False,70,30,1,1,5,16
tuned,dqn,123,deterministic,86,50086,0.0,20,True,False,success,saved,True,False,False,68,32,1,0,5,20
tuned,dqn,123,deterministic,87,50087,9.0,16,True,False,success,saved,True,False,False,70,30,1,1,5,16
tuned,dqn,123,deterministic,88,50088,13.0,17,True,False,success,saved,True,False,False,53,47,2,2,5,17
tuned,dqn,123,deterministic,89,50089,5.0,15,True,False,success,saved,True,False,False,85,15,0,0,5,15
tuned,dqn,123,deterministic,90,50090,5.0,15,True,False,success,saved,True,False,False,85,15,0,0,5,15
tuned,dqn,123,deterministic,91,50091,9.0,16,True,False,success,saved,True,False,False,70,30,1,1,5,16
tuned,dqn,123,deterministic,92,50092,13.0,17,True,False,success,saved,True,False,False,53,47,2,2,5,17
tuned,dqn,123,deterministic,93,50093,13.0,17,True,False,success,saved,True,False,False,53,47,2,2,5,17
tuned,dqn,123,deterministic,94,50094,13.0,17,True,False,success,saved,True,False,False,55,45,2,2,5,17
tuned,dqn,123,deterministic,95,50095,13.0,17,True,False,success,saved,True,False,False,51,49,2,2,5,17
tuned,dqn,123,deterministic,96,50096,9.0,16,True,False,success,saved,True,False,False,70,30,1,1,5,16
tuned,dqn,123,deterministic,97,50097,5.0,15,True,False,success,saved,True,False,False,85,15,0,0,5,15
tuned,dqn,123,deterministic,98,50098,13.0,17,True,False,success,saved,True,False,False,55,45,2,2,5,17
tuned,dqn,123,deterministic,99,50099,13.0,17,True,False,success,saved,True,False,False,53,47,2,2,5,17
tuned,dqn,123,stochastic,0,50000,3.0,22,True,False,success,saved,True,False,False,51,49,2,1,9,22
tuned,dqn,123,stochastic,1,50001,3.0,22,True,False,success,saved,True,False,False,64,36,1,1,7,22
tuned,dqn,123,stochastic,2,50002,0.0,20,True,False,success,saved,True,False,False,55,45,2,0,8,20
tuned,dqn,123,stochastic,3,50003,1.0,24,True,False,success,saved,True,False,False,47,53,2,1,9,24
tuned,dqn,123,stochastic,4,50004,4.0,21,True,False,success,saved,True,False,False,55,45,2,1,6,21
tuned,dqn,123,stochastic,5,50005,3.0,27,True,False,success,saved,True,False,False,45,55,2,2,7,27
tuned,dqn,123,stochastic,6,50006,1.0,24,True,False,success,saved,True,False,False,62,38,1,1,8,24
tuned,dqn,123,stochastic,7,50007,4.0,16,True,False,success,saved,True,False,False,85,15,0,0,5,16
tuned,dqn,123,stochastic,8,50008,6.0,19,True,False,success,saved,True,False,False,66,34,1,1,7,19
tuned,dqn,123,stochastic,9,50009,3.0,17,True,False,success,saved,True,False,False,66,34,1,0,5,17
tuned,dqn,123,stochastic,10,50010,2.0,18,True,False,success,saved,True,False,False,83,17,0,0,8,18
tuned,dqn,123,stochastic,11,50011,4.0,21,True,False,success,saved,True,False,False,66,34,1,1,5,21
tuned,dqn,123,stochastic,12,50012,3.0,22,True,False,success,saved,True,False,False,53,47,2,1,7,22
tuned,dqn,123,stochastic,13,50013,5.0,20,True,False,success,saved,True,False,False,66,34,1,1,5,20
tuned,dqn,123,stochastic,14,50014,-2.0,27,True,False,success,saved,True,False,False,58,42,1,1,10,27
tuned,dqn,123,stochastic,15,50015,9.0,21,True,False,success,saved,True,False,False,47,53,2,2,7,21
tuned,dqn,123,stochastic,16,50016,8.0,22,True,False,success,saved,True,False,False,51,49,2,2,5,22
tuned,dqn,123,stochastic,17,50017,5.0,20,True,False,success,saved,True,False,False,53,47,2,1,5,20
tuned,dqn,123,stochastic,18,50018,3.0,17,True,False,success,saved,True,False,False,85,15,0,0,7,17
tuned,dqn,123,stochastic,19,50019,3.0,17,True,False,success,saved,True,False,False,70,30,1,0,5,17
tuned,dqn,123,stochastic,20,50020,9.0,21,True,False,success,saved,True,False,False,53,47,2,2,6,21
tuned,dqn,123,stochastic,21,50021,5.0,15,True,False,success,saved,True,False,False,85,15,0,0,5,15
tuned,dqn,123,stochastic,22,50022,6.0,19,True,False,success,saved,True,False,False,64,36,1,1,7,19
tuned,dqn,123,stochastic,23,50023,-2.0,22,True,False,success,saved,True,False,False,64,36,1,0,5,22
tuned,dqn,123,stochastic,24,50024,3.0,22,True,False,success,saved,True,False,False,51,49,2,1,7,22
tuned,dqn,123,stochastic,25,50025,8.0,17,True,False,success,saved,True,False,False,70,30,1,1,5,17
tuned,dqn,123,stochastic,26,50026,2.0,18,True,False,success,saved,True,False,False,83,17,0,0,8,18
tuned,dqn,123,stochastic,27,50027,4.0,21,True,False,success,saved,True,False,False,66,34,1,1,6,21
tuned,dqn,123,stochastic,28,50028,1.0,19,True,False,success,saved,True,False,False,81,19,0,0,9,19
tuned,dqn,123,stochastic,29,50029,0.0,20,True,False,success,saved,True,False,False,68,32,1,0,8,20
tuned,dqn,123,stochastic,30,50030,8.0,17,True,False,success,saved,True,False,False,70,30,1,1,5,17
tuned,dqn,123,stochastic,31,50031,3.0,22,True,False,success,saved,True,False,False,53,47,2,1,9,22
tuned,dqn,123,stochastic,32,50032,11.0,19,True,False,success,saved,True,False,False,53,47,2,2,5,19
tuned,dqn,123,stochastic,33,50033,-3.0,28,True,False,success,saved,True,False,False,47,53,2,1,5,28
tuned,dqn,123,stochastic,34,50034,7.0,18,True,False,success,saved,True,False,False,70,30,1,1,7,18
tuned,dqn,123,stochastic,35,50035,5.0,20,True,False,success,saved,True,False,False,68,32,1,1,7,20
tuned,dqn,123,stochastic,36,50036,1.0,19,True,False,success,saved,True,False,False,55,45,2,0,5,19
tuned,dqn,123,stochastic,37,50037,6.0,19,True,False,success,saved,True,False,False,51,49,2,1,5,19
tuned,dqn,123,stochastic,38,50038,-1.0,21,True,False,success,saved,True,False,False,51,49,2,0,8,21
tuned,dqn,123,stochastic,39,50039,2.0,18,True,False,success,saved,True,False,False,85,15,0,0,5,18
tuned,dqn,123,stochastic,40,50040,6.0,24,True,False,success,saved,True,False,False,47,53,2,2,6,24
tuned,dqn,123,stochastic,41,50041,5.0,25,True,False,success,saved,True,False,False,49,51,2,2,8,25
tuned,dqn,123,stochastic,42,50042,3.0,27,True,False,success,saved,True,False,False,47,53,2,2,5,27
tuned,dqn,123,stochastic,43,50043,3.0,17,True,False,success,saved,True,False,False,70,30,1,0,5,17
tuned,dqn,123,stochastic,44,50044,1.0,19,True,False,success,saved,True,False,False,68,32,1,0,5,19
tuned,dqn,123,stochastic,45,50045,1.0,19,True,False,success,saved,True,False,False,53,47,2,0,6,19
tuned,dqn,123,stochastic,46,50046,1.0,24,True,False,success,saved,True,False,False,47,53,2,1,9,24
tuned,dqn,123,stochastic,47,50047,5.0,20,True,False,success,saved,True,False,False,49,51,2,1,9,20
tuned,dqn,123,stochastic,48,50048,4.0,16,True,False,success,saved,True,False,False,70,30,1,0,6,16
tuned,dqn,123,stochastic,49,50049,2.0,18,True,False,success,saved,True,False,False,55,45,2,0,6,18
tuned,dqn,123,stochastic,50,50050,9.0,21,True,False,success,saved,True,False,False,51,49,2,2,5,21
tuned,dqn,123,stochastic,51,50051,5.0,20,True,False,success,saved,True,False,False,55,45,2,1,7,20
tuned,dqn,123,stochastic,52,50052,9.0,16,True,False,success,saved,True,False,False,70,30,1,1,5,16
tuned,dqn,123,stochastic,53,50053,1.0,24,True,False,success,saved,True,False,False,64,36,1,1,11,24
tuned,dqn,123,stochastic,54,50054,8.0,17,True,False,success,saved,True,False,False,55,45,2,1,6,17
tuned,dqn,123,stochastic,55,50055,9.0,16,True,False,success,saved,True,False,False,70,30,1,1,5,16
tuned,dqn,123,stochastic,56,50056,3.0,17,True,False,success,saved,True,False,False,70,30,1,0,5,17
tuned,dqn,123,stochastic,57,50057,7.0,18,True,False,success,saved,True,False,False,70,30,1,1,6,18
tuned,dqn,123,stochastic,58,50058,2.0,18,True,False,success,saved,True,False,False,83,17,0,0,7,18
tuned,dqn,123,stochastic,59,50059,-2.0,22,True,False,success,saved,True,False,False,66,34,1,0,9,22
tuned,dqn,123,stochastic,60,50060,-1.0,21,True,False,success,saved,True,False,False,81,19,0,0,6,21
tuned,dqn,123,stochastic,61,50061,0.0,25,True,False,success,saved,True,False,False,49,51,2,1,8,25
tuned,dqn,123,stochastic,62,50062,12.0,18,True,False,success,saved,True,False,False,53,47,2,2,5,18
tuned,dqn,123,stochastic,63,50063,-3.0,23,True,False,success,saved,True,False,False,49,51,2,0,10,23
tuned,dqn,123,stochastic,64,50064,11.0,19,True,False,success,saved,True,False,False,49,51,2,2,5,19
tuned,dqn,123,stochastic,65,50065,-9.0,29,True,False,success,saved,True,False,False,58,42,1,0,14,29
tuned,dqn,123,stochastic,66,50066,8.0,17,True,False,success,saved,True,False,False,53,47,2,1,6,17
tuned,dqn,123,stochastic,67,50067,13.0,17,True,False,success,saved,True,False,False,55,45,2,2,5,17
tuned,dqn,123,stochastic,68,50068,4.0,21,True,False,success,saved,True,False,False,68,32,1,1,5,21
tuned,dqn,123,stochastic,69,50069,4.0,21,True,False,success,saved,True,False,False,55,45,2,1,5,21
tuned,dqn,123,stochastic,70,50070,7.0,18,True,False,success,saved,True,False,False,68,32,1,1,5,18
tuned,dqn,123,stochastic,71,50071,1.0,19,True,False,success,saved,True,False,False,55,45,2,0,8,19
tuned,dqn,123,stochastic,72,50072,9.0,16,True,False,success,saved,True,False,False,70,30,1,1,5,16
tuned,dqn,123,stochastic,73,50073,6.0,24,True,False,success,saved,True,False,False,49,51,2,2,5,24
tuned,dqn,123,stochastic,74,50074,9.0,21,True,False,success,saved,True,False,False,51,49,2,2,5,21
tuned,dqn,123,stochastic,75,50075,9.0,21,True,False,success,saved,True,False,False,53,47,2,2,6,21
tuned,dqn,123,stochastic,76,50076,6.0,19,True,False,success,saved,True,False,False,55,45,2,1,7,19
tuned,dqn,123,stochastic,77,50077,7.0,23,True,False,success,saved,True,False,False,53,47,2,2,7,23
tuned,dqn,123,stochastic,78,50078,-22.0,42,True,False,success,saved,True,False,False,43,57,2,0,8,42
tuned,dqn,123,stochastic,79,50079,4.0,21,True,False,success,saved,True,False,False,49,51,2,1,5,21
tuned,dqn,123,stochastic,80,50080,7.0,18,True,False,success,saved,True,False,False,53,47,2,1,6,18
tuned,dqn,123,stochastic,81,50081,13.0,17,True,False,success,saved,True,False,False,53,47,2,2,5,17
tuned,dqn,123,stochastic,82,50082,6.0,19,True,False,success,saved,True,False,False,68,32,1,1,5,19
tuned,dqn,123,stochastic,83,50083,5.0,15,True,False,success,saved,True,False,False,85,15,0,0,5,15
tuned,dqn,123,stochastic,84,50084,8.0,22,True,False,success,saved,True,False,False,49,51,2,2,9,22
tuned,dqn,123,stochastic,85,50085,-2.0,22,True,False,success,saved,True,False,False,51,49,2,0,11,22
tuned,dqn,123,stochastic,86,50086,0.0,20,True,False,success,saved,True,False,False,68,32,1,0,6,20
tuned,dqn,123,stochastic,87,50087,11.0,19,True,False,success,saved,True,False,False,53,47,2,2,5,19
tuned,dqn,123,stochastic,88,50088,-4.0,34,True,False,success,saved,True,False,False,41,59,2,2,5,34
tuned,dqn,123,stochastic,89,50089,3.0,17,True,False,success,saved,True,False,False,83,17,0,0,5,17
tuned,dqn,123,stochastic,90,50090,6.0,19,True,False,success,saved,True,False,False,53,47,2,1,8,19
tuned,dqn,123,stochastic,91,50091,2.0,23,True,False,success,saved,True,False,False,51,49,2,1,10,23
tuned,dqn,123,stochastic,92,50092,11.0,19,True,False,success,saved,True,False,False,49,51,2,2,5,19
tuned,dqn,123,stochastic,93,50093,10.0,20,True,False,success,saved,True,False,False,53,47,2,2,6,20
tuned,dqn,123,stochastic,94,50094,8.0,22,True,False,success,saved,True,False,False,51,49,2,2,7,22
tuned,dqn,123,stochastic,95,50095,10.0,20,True,False,success,saved,True,False,False,47,53,2,2,8,20
tuned,dqn,123,stochastic,96,50096,3.0,22,True,False,success,saved,True,False,False,49,51,2,1,8,22
tuned,dqn,123,stochastic,97,50097,2.0,18,True,False,success,saved,True,False,False,55,45,2,0,7,18
tuned,dqn,123,stochastic,98,50098,8.0,22,True,False,success,saved,True,False,False,51,49,2,2,5,22
tuned,dqn,123,stochastic,99,50099,13.0,17,True,False,success,saved,True,False,False,53,47,2,2,5,17
tuned,dqn,2024,deterministic,0,50000,9.0,16,True,False,success,saved,True,False,False,70,30,1,1,5,16
tuned,dqn,2024,deterministic,1,50001,-95.0,100,False,True,max_steps,with_robot,False,False,False,74,26,1,1,5,
tuned,dqn,2024,deterministic,2,50002,13.0,17,True,False,success,saved,True,False,False,55,45,2,2,5,17
tuned,dqn,2024,deterministic,3,50003,13.0,17,True,False,success,saved,True,False,False,53,47,2,2,5,17
tuned,dqn,2024,deterministic,4,50004,13.0,17,True,False,success,saved,True,False,False,55,45,2,2,5,17
tuned,dqn,2024,deterministic,5,50005,13.0,17,True,False,success,saved,True,False,False,51,49,2,2,5,17
tuned,dqn,2024,deterministic,6,50006,13.0,17,True,False,success,saved,True,False,False,55,45,2,2,5,17
tuned,dqn,2024,deterministic,7,50007,5.0,15,True,False,success,saved,True,False,False,85,15,0,0,5,15
tuned,dqn,2024,deterministic,8,50008,9.0,16,True,False,success,saved,True,False,False,68,32,1,1,5,16
tuned,dqn,2024,deterministic,9,50009,5.0,15,True,False,success,saved,True,False,False,85,15,0,0,5,15
tuned,dqn,2024,deterministic,10,50010,13.0,17,True,False,success,saved,True,False,False,55,45,2,2,5,17
tuned,dqn,2024,deterministic,11,50011,13.0,17,True,False,success,saved,True,False,False,55,45,2,2,5,17
tuned,dqn,2024,deterministic,12,50012,13.0,17,True,False,success,saved,True,False,False,53,47,2,2,5,17
tuned,dqn,2024,deterministic,13,50013,13.0,17,True,False,success,saved,True,False,False,55,45,2,2,5,17
tuned,dqn,2024,deterministic,14,50014,13.0,17,True,False,success,saved,True,False,False,55,45,2,2,5,17
tuned,dqn,2024,deterministic,15,50015,9.0,16,True,False,success,saved,True,False,False,70,30,1,1,5,16
tuned,dqn,2024,deterministic,16,50016,13.0,17,True,False,success,saved,True,False,False,55,45,2,2,5,17
tuned,dqn,2024,deterministic,17,50017,9.0,16,True,False,success,saved,True,False,False,68,32,1,1,5,16
tuned,dqn,2024,deterministic,18,50018,13.0,17,True,False,success,saved,True,False,False,55,45,2,2,5,17
tuned,dqn,2024,deterministic,19,50019,13.0,17,True,False,success,saved,True,False,False,55,45,2,2,5,17
tuned,dqn,2024,deterministic,20,50020,13.0,17,True,False,success,saved,True,False,False,55,45,2,2,5,17
tuned,dqn,2024,deterministic,21,50021,13.0,17,True,False,success,saved,True,False,False,55,45,2,2,5,17
tuned,dqn,2024,deterministic,22,50022,9.0,16,True,False,success,saved,True,False,False,70,30,1,1,5,16
tuned,dqn,2024,deterministic,23,50023,5.0,15,True,False,success,saved,True,False,False,81,19,0,0,5,15
tuned,dqn,2024,deterministic,24,50024,13.0,17,True,False,success,saved,True,False,False,55,45,2,2,5,17
tuned,dqn,2024,deterministic,25,50025,13.0,17,True,False,success,saved,True,False,False,53,47,2,2,5,17
tuned,dqn,2024,deterministic,26,50026,13.0,17,True,False,success,saved,True,False,False,55,45,2,2,5,17
tuned,dqn,2024,deterministic,27,50027,9.0,16,True,False,success,saved,True,False,False,70,30,1,1,5,16
tuned,dqn,2024,deterministic,28,50028,13.0,17,True,False,success,saved,True,False,False,55,45,2,2,5,17
tuned,dqn,2024,deterministic,29,50029,13.0,17,True,False,success,saved,True,False,False,55,45,2,2,5,17
tuned,dqn,2024,deterministic,30,50030,13.0,17,True,False,success,saved,True,False,False,55,45,2,2,5,17
tuned,dqn,2024,deterministic,31,50031,13.0,17,True,False,success,saved,True,False,False,55,45,2,2,5,17
tuned,dqn,2024,deterministic,32,50032,13.0,17,True,False,success,saved,True,False,False,53,47,2,2,5,17
tuned,dqn,2024,deterministic,33,50033,9.0,16,True,False,success,saved,True,False,False,68,32,1,1,5,16
tuned,dqn,2024,deterministic,34,50034,13.0,17,True,False,success,saved,True,False,False,53,47,2,2,5,17
tuned,dqn,2024,deterministic,35,50035,13.0,17,True,False,success,saved,True,False,False,55,45,2,2,5,17
tuned,dqn,2024,deterministic,36,50036,9.0,16,True,False,success,saved,True,False,False,70,30,1,1,5,16
tuned,dqn,2024,deterministic,37,50037,13.0,17,True,False,success,saved,True,False,False,55,45,2,2,5,17
tuned,dqn,2024,deterministic,38,50038,13.0,17,True,False,success,saved,True,False,False,53,47,2,2,5,17
tuned,dqn,2024,deterministic,39,50039,13.0,17,True,False,success,saved,True,False,False,55,45,2,2,5,17
tuned,dqn,2024,deterministic,40,50040,13.0,17,True,False,success,saved,True,False,False,55,45,2,2,5,17
tuned,dqn,2024,deterministic,41,50041,9.0,16,True,False,success,saved,True,False,False,68,32,1,1,5,16
tuned,dqn,2024,deterministic,42,50042,13.0,17,True,False,success,saved,True,False,False,53,47,2,2,5,17
tuned,dqn,2024,deterministic,43,50043,13.0,17,True,False,success,saved,True,False,False,55,45,2,2,5,17
tuned,dqn,2024,deterministic,44,50044,13.0,17,True,False,success,saved,True,False,False,55,45,2,2,5,17
tuned,dqn,2024,deterministic,45,50045,13.0,17,True,False,success,saved,True,False,False,55,45,2,2,5,17
tuned,dqn,2024,deterministic,46,50046,13.0,17,True,False,success,saved,True,False,False,53,47,2,2,5,17
tuned,dqn,2024,deterministic,47,50047,5.0,20,True,False,success,saved,True,False,False,68,32,1,1,5,20
tuned,dqn,2024,deterministic,48,50048,9.0,16,True,False,success,saved,True,False,False,66,34,1,1,5,16
tuned,dqn,2024,deterministic,49,50049,13.0,17,True,False,success,saved,True,False,False,55,45,2,2,5,17
tuned,dqn,2024,deterministic,50,50050,9.0,16,True,False,success,saved,True,False,False,68,32,1,1,5,16
tuned,dqn,2024,deterministic,51,50051,13.0,17,True,False,success,saved,True,False,False,55,45,2,2,5,17
tuned,dqn,2024,deterministic,52,50052,9.0,16,True,False,success,saved,True,False,False,70,30,1,1,5,16
tuned,dqn,2024,deterministic,53,50053,13.0,17,True,False,success,saved,True,False,False,55,45,2,2,5,17
tuned,dqn,2024,deterministic,54,50054,13.0,17,True,False,success,saved,True,False,False,53,47,2,2,5,17
tuned,dqn,2024,deterministic,55,50055,13.0,17,True,False,success,saved,True,False,False,55,45,2,2,5,17
tuned,dqn,2024,deterministic,56,50056,13.0,17,True,False,success,saved,True,False,False,55,45,2,2,5,17
tuned,dqn,2024,deterministic,57,50057,13.0,17,True,False,success,saved,True,False,False,55,45,2,2,5,17
tuned,dqn,2024,deterministic,58,50058,13.0,17,True,False,success,saved,True,False,False,55,45,2,2,5,17
tuned,dqn,2024,deterministic,59,50059,13.0,17,True,False,success,saved,True,False,False,55,45,2,2,5,17
tuned,dqn,2024,deterministic,60,50060,13.0,17,True,False,success,saved,True,False,False,55,45,2,2,5,17
