variant,algo,seed,step,return_smooth
default,a2c,2024,384301,77.14
default,a2c,2024,389332,77.38
default,a2c,2024,394362,80.0
default,a2c,2024,399392,77.52000000000001
default,a2c,2024,404422,73.68
default,a2c,2024,409452,73.84
default,a2c,2024,414482,80.03999999999999
default,a2c,2024,419513,77.5111363636364
default,a2c,2024,424543,79.97999999999999
default,a2c,2024,429573,77.56
default,a2c,2024,434603,74.32
default,a2c,2024,439633,79.72
default,a2c,2024,444664,79.74
default,a2c,2024,449694,79.89999999999999
default,a2c,2024,454724,76.84933333333349
default,a2c,2024,459754,80.0
default,a2c,2024,464784,77.2
default,a2c,2024,469814,77.44
default,a2c,2024,474845,79.96000000000001
default,a2c,2024,479875,79.4
default,a2c,2024,484905,79.9
default,a2c,2024,489935,79.62
default,a2c,2024,494965,77.8
default,a2c,2024,499996,80.0
default,a2c,7,1718,54.34
default,a2c,7,6751,75.69446969696969
default,a2c,7,11784,77.79427609427609
default,a2c,7,16817,78.63999999999999
default,a2c,7,21850,79.47565124933547
default,a2c,7,26883,76.5
default,a2c,7,31916,79.9307196969697
default,a2c,7,36949,79.82
default,a2c,7,41982,80.0
default,a2c,7,47015,79.82
default,a2c,7,52048,79.83411616161617
default,a2c,7,57081,79.52
default,a2c,7,62114,79.88
default,a2c,7,67147,80.0
default,a2c,7,72180,80.0
default,a2c,7,77214,76.13979266347685
default,a2c,7,82247,80.0
default,a2c,7,87280,79.25999999999999
default,a2c,7,92313,79.58636363636371
default,a2c,7,97346,80.0
default,a2c,7,102379,65.9
default,a2c,7,107412,68.92533333333367
default,a2c,7,112445,80.0
default,a2c,7,117478,80.0
default,a2c,7,122511,78.22
default,a2c,7,127544,79.96
default,a2c,7,132577,78.52000000000001
default,a2c,7,137610,80.0
default,a2c,7,142643,79.9
default,a2c,7,147677,80.0
default,a2c,7,152710,80.0
default,a2c,7,157743,77.8
default,a2c,7,162776,79.12
default,a2c,7,167809,79.96000000000001
default,a2c,7,172842,79.96
default,a2c,7,177875,80.0
default,a2c,7,182908,77.3968181818182
default,a2c,7,187941,80.0
default,a2c,7,192974,80.0
default,a2c,7,198007,79.98
default,a2c,7,203040,75.0817777777781
default,a2c,7,208073,79.28
default,a2c,7,213106,79.97999999999999
default,a2c,7,218140,79.86
default,a2c,7,223173,80.0
default,a2c,7,228206,79.75999999999999
default,a2c,7,233239,79.80968434343436
default,a2c,7,238272,75.78
default,a2c,7,243305,79.94
default,a2c,7,248338,79.94
default,a2c,7,253371,-38.64838383838301
default,a2c,7,258404,79.58
default,a2c,7,263437,79.02
default,a2c,7,268470,79.47999999999999
default,a2c,7,273503,80.0
default,a2c,7,278536,77.8
default,a2c,7,283569,79.92
default,a2c,7,288603,79.97999999999999
default,a2c,7,293636,79.92
default,a2c,7,298669,79.98
default,a2c,7,303702,79.94
default,a2c,7,308735,80.0
default,a2c,7,313768,79.98
default,a2c,7,318801,78.7
default,a2c,7,323834,80.0
default,a2c,7,328867,79.9
default,a2c,7,333900,79.97999999999999
default,a2c,7,338933,80.0
default,a2c,7,343966,79.97999999999999
default,a2c,7,348999,79.97999999999999
default,a2c,7,354032,80.0
default,a2c,7,359066,80.0
default,a2c,7,364099,79.60000000000001
default,a2c,7,369132,79.88
default,a2c,7,374165,80.0
default,a2c,7,379198,80.0
default,a2c,7,384231,80.0
default,a2c,7,389264,80.0
default,a2c,7,394297,80.0
default,a2c,7,399330,80.0
default,a2c,7,404363,80.0
default,a2c,7,409396,80.0
default,a2c,7,414429,79.9
default,a2c,7,419462,80.0
default,a2c,7,424495,80.0
default,a2c,7,429529,80.0
default,a2c,7,434562,80.0
default,a2c,7,439595,72.16727272726828
default,a2c,7,444628,80.0
default,a2c,7,449661,13.040000000000003
default,a2c,7,454694,80.0
default,a2c,7,459727,80.0
default,a2c,7,464760,80.0
default,a2c,7,469793,80.0
default,a2c,7,474826,75.75999999999999
default,a2c,7,479859,71.24293939393999
default,a2c,7,484892,79.91999999999999
default,a2c,7,489925,80.0
default,a2c,7,494958,79.38
default,a2c,7,499992,79.78
default,a2c,314,1907,45.86
default,a2c,314,6938,76.14
default,a2c,314,11969,75.16080808080808
default,a2c,314,17000,72.19062388591801
default,a2c,314,22031,74.78473182529524
default,a2c,314,27062,79.38
default,a2c,314,32093,79.56
default,a2c,314,37125,79.68
default,a2c,314,42156,79.89999999999999
default,a2c,314,47187,79.14
default,a2c,314,52218,79.91999999999999
default,a2c,314,57249,80.0
default,a2c,314,62280,79.68791919191918
default,a2c,314,67312,79.54
default,a2c,314,72343,80.0
default,a2c,314,77374,80.0
default,a2c,314,82405,74.03999999999999
default,a2c,314,87436,80.0
default,a2c,314,92467,80.0
default,a2c,314,97499,80.0
default,a2c,314,102530,79.08
default,a2c,314,107561,80.0
default,a2c,314,112592,80.0
default,a2c,314,117623,75.46000000000001
default,a2c,314,122654,77.34
default,a2c,314,127686,78.72015151515168
default,a2c,314,132717,80.0
default,a2c,314,137748,79.86
default,a2c,314,142779,80.0
default,a2c,314,147810,80.0
default,a2c,314,152841,80.0
default,a2c,314,157873,80.0
default,a2c,314,162904,79.98
default,a2c,314,167935,79.53999999999999
default,a2c,314,172966,79.97999999999999
default,a2c,314,177997,80.0
default,a2c,314,183028,80.0
default,a2c,314,188059,80.0
default,a2c,314,193091,79.69999999999999
default,a2c,314,198122,72.6
default,a2c,314,203153,80.0
default,a2c,314,208184,14.51822222222289
default,a2c,314,213215,72.02912878787886
default,a2c,314,218246,80.0
default,a2c,314,223278,80.0
default,a2c,314,228309,79.98
default,a2c,314,233340,80.0
default,a2c,314,238371,80.0
default,a2c,314,243402,22.134090909091064
default,a2c,314,248433,77.10767676767671
default,a2c,314,253465,79.94
default,a2c,314,258496,75.69999999999999
default,a2c,314,263527,79.92
default,a2c,314,268558,79.96000000000001
default,a2c,314,273589,80.0
default,a2c,314,278620,80.0
default,a2c,314,283652,80.0
default,a2c,314,288683,79.83999999999999
default,a2c,314,293714,73.56177777777775
default,a2c,314,298745,-27.873464646464683
default,a2c,314,303776,41.96666666666687
default,a2c,314,308807,79.97999999999999
default,a2c,314,313839,75.92049460118443
default,a2c,314,318870,75.68
default,a2c,314,323901,72.52278787878849
default,a2c,314,328932,79.98
default,a2c,314,333963,44.33666666666768
default,a2c,314,338994,70.30815107597728
default,a2c,314,344025,80.0
default,a2c,314,349057,77.62
default,a2c,314,354088,80.0
default,a2c,314,359119,80.0
default,a2c,314,364150,78.85672727272753
default,a2c,314,369181,80.0
default,a2c,314,374212,80.0
default,a2c,314,379244,80.0
default,a2c,314,384275,80.0
default,a2c,314,389306,72.56
default,a2c,314,394337,80.0
default,a2c,314,399368,80.0
default,a2c,314,404399,77.46
default,a2c,314,409431,80.0
default,a2c,314,414462,77.34
default,a2c,314,419493,80.0
default,a2c,314,424524,80.0
default,a2c,314,429555,80.0
default,a2c,314,434586,80.0
default,a2c,314,439618,80.0
default,a2c,314,444649,80.0
default,a2c,314,449680,80.0
default,a2c,314,454711,80.0
default,a2c,314,459742,80.0
default,a2c,314,464773,78.94491582491511
default,a2c,314,469805,80.0
default,a2c,314,474836,80.0
default,a2c,314,479867,80.0
default,a2c,314,484898,80.0
default,a2c,314,489929,72.40044356609638
default,a2c,314,494960,80.0
default,a2c,314,499992,80.0
tuned,dqn,42,4233,-83.16
tuned,dqn,42,9240,-85.03691796008869
tuned,dqn,42,14248,-72.72883636363636
tuned,dqn,42,19255,-69.2418181818182
tuned,dqn,42,24263,-57.51745454545455
tuned,dqn,42,29271,-49.155400000000036
tuned,dqn,42,34278,-45.107272727272736
tuned,dqn,42,39286,-40.75090909090908
tuned,dqn,42,44294,-27.98736363636369
tuned,dqn,42,49301,-13.325090909090592
tuned,dqn,42,54309,-3.06363636363636
tuned,dqn,42,59317,-5.011111111111112
tuned,dqn,42,64324,14.312900432900447
tuned,dqn,42,69332,24.547012987012945
tuned,dqn,42,74339,26.37507331378294
tuned,dqn,42,79347,27.800618181818173
tuned,dqn,42,84355,31.41777777777784
tuned,dqn,42,89362,43.57619834710809
tuned,dqn,42,94370,45.238181818181765
tuned,dqn,42,99378,46.981621621621514
tuned,dqn,42,104385,57.098677685950335
tuned,dqn,42,109393,58.085163636363674
tuned,dqn,42,114401,61.73069767441861
tuned,dqn,42,119408,59.76105263157893
tuned,dqn,42,124416,65.00405594405602
tuned,dqn,42,129423,65.77510971786835
tuned,dqn,42,134431,66.96520661157031
tuned,dqn,42,139439,67.09212121212117
tuned,dqn,42,144446,69.96909090909094
tuned,dqn,42,149454,69.83907272727245
tuned,dqn,42,154462,67.88661157024795
tuned,dqn,42,159469,72.06
tuned,dqn,42,164477,70.20675324675327
tuned,dqn,42,169485,72.66
tuned,dqn,42,174492,70.56
tuned,dqn,42,179500,75.1516883116884
tuned,dqn,42,184507,75.34232323232321
tuned,dqn,42,189515,73.8541991341991
tuned,dqn,42,194523,75.6006060606061
tuned,dqn,42,199530,76.47757575757579
tuned,dqn,42,204538,77.469090909091
tuned,dqn,42,209546,76.76636363636362
tuned,dqn,42,214553,76.06759358288775
tuned,dqn,42,219561,76.76959595959595
tuned,dqn,42,224569,76.74105263157894
tuned,dqn,42,229576,76.77167464114827
tuned,dqn,42,234584,76.76233766233766
tuned,dqn,42,239591,75.52090909090919
tuned,dqn,42,244599,77.24890909090905
tuned,dqn,42,249607,77.27409090909087
tuned,dqn,42,254614,76.40625454545395
tuned,dqn,42,259622,78.30880382775123
tuned,dqn,42,264630,75.99959595959582
tuned,dqn,42,269637,78.60481818181813
tuned,dqn,42,274645,78.9027272727273
tuned,dqn,42,279653,78.96
tuned,dqn,42,284660,79.7
tuned,dqn,42,289668,78.28290909090894
tuned,dqn,42,294675,79.4323232323232
tuned,dqn,42,299683,80.10000000000001
tuned,dqn,42,304691,79.17007272727261
tuned,dqn,42,309698,79.01172727272723
tuned,dqn,42,314706,79.5785645933013
tuned,dqn,42,319714,79.22672727272719
tuned,dqn,42,324721,80.08863636363647
tuned,dqn,42,329729,77.18756363636341
tuned,dqn,42,334737,80.51047619047618
tuned,dqn,42,339744,80.07696969696981
tuned,dqn,42,344752,77.50009569378007
tuned,dqn,42,349759,76.99090909090883
tuned,dqn,42,354767,77.35109090909094
tuned,dqn,42,359775,80.81310606060603
tuned,dqn,42,364782,74.44732727272603
tuned,dqn,42,369790,79.0868909090898
tuned,dqn,42,374798,79.77347593582907
tuned,dqn,42,379805,79.17848484848497
tuned,dqn,42,384813,77.70339920948614
tuned,dqn,42,389821,79.57739130434783
tuned,dqn,42,394828,80.00272727272758
tuned,dqn,42,399836,79.92242424242413
tuned,dqn,42,404843,80.5472727272728
tuned,dqn,42,409851,78.57155080213896
tuned,dqn,42,414859,77.70193181818183
tuned,dqn,42,419866,81.1804784688997
tuned,dqn,42,424874,77.70854545454449
tuned,dqn,42,429882,74.09521531100495
tuned,dqn,42,434889,79.30009090909107
tuned,dqn,42,439897,81.06513833992094
tuned,dqn,42,444905,81.31846153846153
tuned,dqn,42,449912,78.40429752066107
tuned,dqn,42,454920,78.53090909090962
tuned,dqn,42,459927,81.25244019138762
tuned,dqn,42,464935,80.92805194805177
tuned,dqn,42,469943,80.7115508021391
tuned,dqn,42,474950,80.48501818181789
tuned,dqn,42,479958,81.33100478468953
tuned,dqn,42,484966,80.4887603305784
tuned,dqn,42,489973,83.1766233766232
tuned,dqn,42,494981,78.80690909090917
tuned,dqn,42,499989,78.34
tuned,dqn,123,4091,-82.82000000000001
tuned,dqn,123,9100,-82.64011515151516
tuned,dqn,123,14109,-76.06289898989898
tuned,dqn,123,19118,-63.42958956655159
tuned,dqn,123,24127,-60.685292929292935
tuned,dqn,123,29136,-53.52797979797979
tuned,dqn,123,34145,-46.07054545454545
tuned,dqn,123,39154,-41.45856565656567
tuned,dqn,123,44163,-34.73806060606061
tuned,dqn,123,49172,-16.328599999999987
tuned,dqn,123,54181,-14.93362605648303
tuned,dqn,123,59190,7.712626262626284
tuned,dqn,123,64199,14.278350720317933
tuned,dqn,123,69209,25.741696969696903
tuned,dqn,123,74218,19.76100024636613
tuned,dqn,123,79227,36.23464646464646
tuned,dqn,123,84236,31.971767676767673
tuned,dqn,123,89245,51.08835016835016
tuned,dqn,123,94254,49.2156871035941
tuned,dqn,123,99263,44.513179797979554
tuned,dqn,123,104272,54.540000000000006
tuned,dqn,123,109281,57.865191040843186
tuned,dqn,123,114290,58.64208037825056
tuned,dqn,123,119299,54.70652777777779
tuned,dqn,123,124308,61.23293706293706
tuned,dqn,123,129318,65.26
tuned,dqn,123,134327,66.65340360122994
tuned,dqn,123,139336,67.33890909090917
tuned,dqn,123,144345,66.67461988304113
tuned,dqn,123,149354,70.29405876951331
tuned,dqn,123,154363,69.49287878787872
tuned,dqn,123,159372,71.939037999038
tuned,dqn,123,164381,72.97218855218846
tuned,dqn,123,169390,70.9763888888888
tuned,dqn,123,174399,72.02681359044995
tuned,dqn,123,179408,73.66386262626264
tuned,dqn,123,184417,75.72966507177034
tuned,dqn,123,189426,73.7243829600351
tuned,dqn,123,194436,75.71292087542075
tuned,dqn,123,199445,76.06
tuned,dqn,123,204454,76.77863075196407
tuned,dqn,123,209463,77.2
tuned,dqn,123,214472,77.16929292929302
tuned,dqn,123,219481,76.5582736455463
tuned,dqn,123,224490,77.25999999999999
tuned,dqn,123,229499,77.00433566433553
tuned,dqn,123,234508,76.8388686868687
tuned,dqn,123,239517,76.47060606060602
tuned,dqn,123,244526,74.13650623885916
tuned,dqn,123,249535,75.43165945165941
tuned,dqn,123,254545,75.36587615283257
tuned,dqn,123,259554,78.33399449035811
tuned,dqn,123,264563,75.49425559947288
tuned,dqn,123,269572,75.67010101010086
tuned,dqn,123,274581,78.39721925133689
tuned,dqn,123,279590,77.95481481481482
tuned,dqn,123,284599,78.99122334455683
tuned,dqn,123,289608,75.6730303030304
tuned,dqn,123,294617,75.83150168350168
tuned,dqn,123,299626,78.60498316498312
tuned,dqn,123,304635,78.36962121212129
tuned,dqn,123,309644,75.78056116722789
tuned,dqn,123,314654,75.08974747474771
tuned,dqn,123,319663,75.65186602870824
tuned,dqn,123,324672,76.34
tuned,dqn,123,329681,75.12653737373743
tuned,dqn,123,334690,77.68260869565206
tuned,dqn,123,339699,79.30893141945786
tuned,dqn,123,344708,78.50316852737905
tuned,dqn,123,349717,78.3320538720539
tuned,dqn,123,354726,79.6
tuned,dqn,123,359735,76.9183613916947
tuned,dqn,123,364744,78.26458874458874
tuned,dqn,123,369753,78.49892255892236
tuned,dqn,123,374762,75.44279942279948
tuned,dqn,123,379772,75.6224517906336
tuned,dqn,123,384781,75.89386169386124
tuned,dqn,123,389790,78.7845614035087
tuned,dqn,123,394799,79.15739898989894
tuned,dqn,123,399808,80.72
tuned,dqn,123,404817,79.21420083184782
tuned,dqn,123,409826,78.71425837320575
tuned,dqn,123,414835,79.10056116722784
tuned,dqn,123,419844,76.99604465709756
tuned,dqn,123,424853,76.94884848484838
tuned,dqn,123,429862,76.83008978675652
tuned,dqn,123,434871,78.10569696969725
tuned,dqn,123,439881,79.92391919191913
tuned,dqn,123,444890,75.22396135265696
tuned,dqn,123,449899,80.51846464646468
tuned,dqn,123,454908,77.84245454545488
tuned,dqn,123,459917,79.4931800766282
tuned,dqn,123,464926,80.86717171717174
tuned,dqn,123,469935,79.65958202716803
tuned,dqn,123,474944,77.79919191919197
tuned,dqn,123,479953,75.16786815523673
tuned,dqn,123,484962,80.6783838383838
tuned,dqn,123,489971,80.32465768799122
tuned,dqn,123,494980,80.95634439634438
tuned,dqn,123,499990,81.54
tuned,dqn,2024,4454,-83.98
tuned,dqn,2024,9459,-80.43002886002887
tuned,dqn,2024,14464,-66.93010101010101
tuned,dqn,2024,19470,-70.06712121212121
tuned,dqn,2024,24475,-50.08389898989899
tuned,dqn,2024,29481,-62.07050505050505
tuned,dqn,2024,34486,-49.93349696969693
tuned,dqn,2024,39492,-39.97301818181819
tuned,dqn,2024,44497,-23.233640404040383
tuned,dqn,2024,49503,-2.617090909090912
tuned,dqn,2024,54508,-15.62714036920927
tuned,dqn,2024,59514,11.452592592592547
tuned,dqn,2024,64519,7.050534759358292
tuned,dqn,2024,69525,24.06894660894661
tuned,dqn,2024,74530,28.71399449035798
tuned,dqn,2024,79536,27.5031272727272
tuned,dqn,2024,84541,36.487837134228904
tuned,dqn,2024,89547,37.57284848484839
tuned,dqn,2024,94552,33.56319999999998
tuned,dqn,2024,99558,46.27825528007345
tuned,dqn,2024,104563,60.71286580086579
tuned,dqn,2024,109568,55.07248484848486
tuned,dqn,2024,114574,55.13956790123462
tuned,dqn,2024,119579,60.06601163146618
tuned,dqn,2024,124585,66.61949260042287
tuned,dqn,2024,129590,65.87054896794028
tuned,dqn,2024,134596,67.95047272727274
tuned,dqn,2024,139601,68.89971291866026
tuned,dqn,2024,144607,70.6490235690236
tuned,dqn,2024,149612,69.28154882154895
tuned,dqn,2024,154618,71.56299663299669
tuned,dqn,2024,159623,72.24544391281235
tuned,dqn,2024,164629,71.8927994227994
tuned,dqn,2024,169634,70.55733333333337
tuned,dqn,2024,174640,74.75143852316278
tuned,dqn,2024,179645,72.61258467023178
tuned,dqn,2024,184651,75.11042424242423
tuned,dqn,2024,189656,76.40337492572787
tuned,dqn,2024,194662,76.58693602693596
tuned,dqn,2024,199667,76.16310606060608
tuned,dqn,2024,204672,76.6065319865321
tuned,dqn,2024,209678,75.69819370172313
tuned,dqn,2024,214683,76.79321969696967
tuned,dqn,2024,219689,76.5320148856991
tuned,dqn,2024,224694,76.84433333333337
tuned,dqn,2024,229700,74.83474747474752
tuned,dqn,2024,234705,77.2682509303562
tuned,dqn,2024,239711,77.01243018419488
tuned,dqn,2024,244716,76.97264069264072
tuned,dqn,2024,249722,77.35274971941642
tuned,dqn,2024,254727,74.6345252525253
tuned,dqn,2024,259733,77.24000000000001
tuned,dqn,2024,264738,76.2639447102605
tuned,dqn,2024,269744,76.56
tuned,dqn,2024,274749,76.63406698564594
tuned,dqn,2024,279755,73.69294685990337
tuned,dqn,2024,284760,77.29810606060623
tuned,dqn,2024,289766,76.82554112554111
tuned,dqn,2024,294771,76.73273849607187
tuned,dqn,2024,299777,73.86659932659938
tuned,dqn,2024,304782,73.83145743145741
tuned,dqn,2024,309787,76.42897867564538
tuned,dqn,2024,314793,76.94858585858586
tuned,dqn,2024,319798,73.84686868686877
tuned,dqn,2024,324804,77.11979797979788
tuned,dqn,2024,329809,76.92173034694764
tuned,dqn,2024,334815,74.10814814814806
tuned,dqn,2024,339820,77.12
tuned,dqn,2024,344826,76.64335016835035
tuned,dqn,2024,349831,76.09080808080812
tuned,dqn,2024,354837,76.06288888888852
tuned,dqn,2024,359842,76.94678604224067
tuned,dqn,2024,364848,74.48824242424243
tuned,dqn,2024,369853,77.10871212121202
tuned,dqn,2024,374859,74.30140452140455
tuned,dqn,2024,379864,77.4
tuned,dqn,2024,384870,77.28385101010099
tuned,dqn,2024,389875,75.45333333333318
tuned,dqn,2024,394881,79.04837944664062
tuned,dqn,2024,399886,76.06574314574313
tuned,dqn,2024,404891,77.54223285486432
tuned,dqn,2024,409897,78.74616161616164
tuned,dqn,2024,414902,75.66168962350781
tuned,dqn,2024,419908,76.06
tuned,dqn,2024,424913,79.19355661881978
tuned,dqn,2024,429919,74.54993939393951
tuned,dqn,2024,434924,76.29875222816379
tuned,dqn,2024,439930,77.17433155080208
tuned,dqn,2024,444935,79.79915343915336
tuned,dqn,2024,449941,79.79250280583615
tuned,dqn,2024,454946,76.6835690235694
tuned,dqn,2024,459952,75.94377458798522
tuned,dqn,2024,464957,78.25961972667857
tuned,dqn,2024,469963,79.1066666666669
tuned,dqn,2024,474968,79.10308972073678
tuned,dqn,2024,479974,80.38025252525244
tuned,dqn,2024,484979,79.9356902356903
tuned,dqn,2024,489985,77.88000000000001
tuned,dqn,2024,494990,79.96046464646328
tuned,dqn,2024,499996,76.14
tuned,dqn,7,4307,-87.24000000000001
tuned,dqn,7,9313,-80.68811111111111
tuned,dqn,7,14320,-73.35897979797979
tuned,dqn,7,19327,-59.85985454545454
tuned,dqn,7,24334,-65.9862433862434
tuned,dqn,7,29341,-62.8700606060606
tuned,dqn,7,34348,-50.68436486072849
tuned,dqn,7,39355,-38.29937936061652
tuned,dqn,7,44362,-24.79964646464652
tuned,dqn,7,49369,-21.896909090909087
tuned,dqn,7,54375,-6.191223344556539
tuned,dqn,7,59382,-1.3124074074073733
tuned,dqn,7,64389,4.312727272727422
tuned,dqn,7,69396,10.248201311359226
tuned,dqn,7,74403,18.638863299663228
tuned,dqn,7,79410,34.05978787878789
tuned,dqn,7,84417,31.726712580348952
tuned,dqn,7,89424,43.68568181818197
tuned,dqn,7,94431,44.72236363636362
tuned,dqn,7,99438,56.52852876592018
tuned,dqn,7,104444,46.802527601597426
tuned,dqn,7,109451,53.07291050035238
tuned,dqn,7,114458,57.48247863247863
tuned,dqn,7,119465,64.33370172311346
tuned,dqn,7,124472,61.519341238471526
tuned,dqn,7,129479,67.76646464646485
tuned,dqn,7,134486,68.33164054336467
tuned,dqn,7,139493,67.94
tuned,dqn,7,144500,68.82
tuned,dqn,7,149507,70.01718954248352
tuned,dqn,7,154513,69.356091954023
tuned,dqn,7,159520,72.00688552188551
tuned,dqn,7,164527,68.27134293757229
tuned,dqn,7,169534,73.2474074074075
tuned,dqn,7,174541,71.68136604136602
tuned,dqn,7,179548,74.56595959595958
tuned,dqn,7,184555,75.04743801652887
tuned,dqn,7,189562,75.75547474747472
tuned,dqn,7,194569,76.30032323232328
tuned,dqn,7,199576,76.9472408293461
tuned,dqn,7,204582,76.70008506113766
tuned,dqn,7,209589,76.74000000000001
tuned,dqn,7,214596,76.79838383838398
tuned,dqn,7,219603,76.46446368446364
tuned,dqn,7,224610,77.2311111111111
tuned,dqn,7,229617,76.80493506493502
tuned,dqn,7,234624,76.32738496071828
tuned,dqn,7,239631,74.23235888294718
tuned,dqn,7,244638,76.35141945773522
tuned,dqn,7,249645,77.40520999468366
tuned,dqn,7,254651,77.74016835016829
tuned,dqn,7,259658,78.73717171717163
tuned,dqn,7,264665,78.7807215007215
tuned,dqn,7,269672,74.46095757575652
tuned,dqn,7,274679,73.49452727272687
tuned,dqn,7,279686,79.60123456790126
tuned,dqn,7,284693,76.9
tuned,dqn,7,289700,77.24906846240181
tuned,dqn,7,294707,76.36253302253286
tuned,dqn,7,299714,79.00880050505053
tuned,dqn,7,304720,78.22895915678525
tuned,dqn,7,309727,78.25117575757558
tuned,dqn,7,314734,74.14360750360747
tuned,dqn,7,319741,78.73140495867739
tuned,dqn,7,324748,78.98185858585849
tuned,dqn,7,329755,79.5821212121212
tuned,dqn,7,334762,79.37019607843133
tuned,dqn,7,339769,77.14154882154894
tuned,dqn,7,344776,75.37509835194017
tuned,dqn,7,349783,77.13983164983148
tuned,dqn,7,354789,74.17929292929301
tuned,dqn,7,359796,79.61345454545494
tuned,dqn,7,364803,80.2922994652407
tuned,dqn,7,369810,78.55335578002347
tuned,dqn,7,374817,77.05355912061799
tuned,dqn,7,379824,78.93958532695365
tuned,dqn,7,384831,77.0101366607252
tuned,dqn,7,389838,80.16777777777753
tuned,dqn,7,394845,79.69710437710437
tuned,dqn,7,399852,71.14371954842579
tuned,dqn,7,404858,79.50904837852215
tuned,dqn,7,409865,79.40040404040393
tuned,dqn,7,414872,79.9766035353535
tuned,dqn,7,419879,79.74
tuned,dqn,7,424886,78.0575151515152
tuned,dqn,7,429893,81.5068975468976
tuned,dqn,7,434900,75.19811753902594
tuned,dqn,7,439907,77.73278787878786
tuned,dqn,7,444914,80.53174603174607
tuned,dqn,7,449921,78.17292929292896
tuned,dqn,7,454927,77.62227272727266
tuned,dqn,7,459934,78.69782531194251
tuned,dqn,7,464941,78.55834343434312
tuned,dqn,7,469948,80.59839393939393
tuned,dqn,7,474955,80.06497194163832
tuned,dqn,7,479962,79.91685252525171
tuned,dqn,7,484969,77.90057720057733
tuned,dqn,7,489976,78.40879797979794
tuned,dqn,7,494983,81.22525252525259
tuned,dqn,7,499990,79.96000000000001
tuned,dqn,314,4469,-89.48
tuned,dqn,314,9474,-84.89233333333335
tuned,dqn,314,14479,-76.1996
tuned,dqn,314,19485,-62.838
tuned,dqn,314,24490,-64.152
tuned,dqn,314,29495,-57.004666666666665
tuned,dqn,314,34501,-34.644999999999996
tuned,dqn,314,39506,-32.88333333333333
tuned,dqn,314,44511,-32.13095238095234
tuned,dqn,314,49517,-10.987600000000002
tuned,dqn,314,54522,-14.408974358974833
tuned,dqn,314,59527,-5.842666666666658
tuned,dqn,314,64533,18.100399999999997
tuned,dqn,314,69538,7.617933333333308
tuned,dqn,314,74543,22.609777777777634
tuned,dqn,314,79549,28.887999999999998
tuned,dqn,314,84554,34.903265306122464
tuned,dqn,314,89559,37.86000000000003
tuned,dqn,314,94565,41.782105263157895
tuned,dqn,314,99570,48.32869565217393
tuned,dqn,314,104575,52.230769230769255
tuned,dqn,314,109581,57.087
tuned,dqn,314,114586,55.145333333333454
tuned,dqn,314,119591,63.39466666666663
tuned,dqn,314,124597,58.95142857142857
tuned,dqn,314,129602,65.47010752688173
tuned,dqn,314,134607,68.74900900900899
tuned,dqn,314,139613,65.6
tuned,dqn,314,144618,68.31011494252883
tuned,dqn,314,149623,70.27269841269842
tuned,dqn,314,154629,71.74457142857142
tuned,dqn,314,159634,71.81333333333345
tuned,dqn,314,164639,72.6304347826086
tuned,dqn,314,169645,74.61916666666667
tuned,dqn,314,174650,73.47739130434793
tuned,dqn,314,179655,75.45878787878789
tuned,dqn,314,184661,74.468
tuned,dqn,314,189666,75.98533333333303
tuned,dqn,314,194671,76.20878787878793
tuned,dqn,314,199677,76.86000000000001
tuned,dqn,314,204682,76.9458666666668
tuned,dqn,314,209687,76.38156862745099
tuned,dqn,314,214693,76.9964705882353
tuned,dqn,314,219698,76.91450980392156
tuned,dqn,314,224703,77.02526315789476
tuned,dqn,314,229709,76.90235294117647
tuned,dqn,314,234714,76.73587301587304
tuned,dqn,314,239719,76.09179487179493
tuned,dqn,314,244725,76.39250000000001
tuned,dqn,314,249730,76.58596491228066
tuned,dqn,314,254735,76.57301587301586
tuned,dqn,314,259740,77.00117647058818
tuned,dqn,314,264746,77.09333333333336
tuned,dqn,314,269751,77.20592592592585
tuned,dqn,314,274757,76.97999999999999
tuned,dqn,314,279762,75.03272727272737
tuned,dqn,314,284767,76.04666666666685
tuned,dqn,314,289773,75.91391304347825
tuned,dqn,314,294778,76.84074074074071
tuned,dqn,314,299783,76.66698412698427
tuned,dqn,314,304789,76.73
tuned,dqn,314,309794,76.74311111111109
tuned,dqn,314,314799,76.67789473684198
tuned,dqn,314,319805,76.72800000000001
tuned,dqn,314,324810,76.81466666666668
tuned,dqn,314,329815,76.74745098039206
tuned,dqn,314,334821,76.83749999999998
tuned,dqn,314,339826,76.75393939393949
tuned,dqn,314,344831,74.12888888888915
tuned,dqn,314,349837,77.35894736842106
tuned,dqn,314,354842,71.55019607843133
tuned,dqn,314,359847,75.25777777777753
tuned,dqn,314,364853,76.62315789473685
tuned,dqn,314,369858,76.42444444444438
tuned,dqn,314,374863,74.38000000000001
tuned,dqn,314,379869,76.69285714285715
tuned,dqn,314,384874,73.79629629629626
tuned,dqn,314,389879,76.86888888888868
tuned,dqn,314,394885,76.68470588235293
tuned,dqn,314,399890,76.95555555555562
tuned,dqn,314,404895,76.6024561403508
tuned,dqn,314,409901,77.23176470588236
tuned,dqn,314,414906,76.83851851851848
tuned,dqn,314,419911,76.47684210526329
tuned,dqn,314,424917,75.0375
tuned,dqn,314,429922,77.57515151515159
tuned,dqn,314,434927,77.32533333333302
tuned,dqn,314,439933,76.69391304347826
tuned,dqn,314,444938,74.49066666666675
tuned,dqn,314,449943,76.89298245614052
tuned,dqn,314,454949,74.485
